task_id,user_id,day_of_week,hour_of_day,tasks_scheduled_same_day,previous_misses_7d,completion_streak,avg_minutes_to_complete,reminder_enabled,number_of_reminders_sent_for_task,missed
pvtruml3f4rtgoox,8j5ecruyf38diuov,1,17,1,0,6,240.0,1,0,1
09ntn8eohdk5199t,9tmqlizl08yg0jv1,1,13,1,1,7,390.0,1,0,0
a31xyduppgbivscu,qh7m35ixokc1msy4,4,19,2,1,0,330.0,0,0,0
lk6hqiv929sevl7f,tcs4cc5o7uubcxul,0,20,1,0,3,270.0,0,0,0
ko31nzsxpefj31eg,yzycwtiqj7yhl1c3,3,22,2,0,2,456.0,0,0,0
fsa5uzlzukzyf2ev,w5py6b2knftu2gc5,4,7,3,0,0,120.0,1,0,1
n7x5rrnycihfv0eh,dswm31yihair4cow,6,5,3,1,2,300.0,0,0,0
qsi2g74izg9jj007,yzycwtiqj7yhl1c3,1,15,4,0,3,360.0,1,0,1
ap6zpxvw19jojwlr,8j5ecruyf38diuov,4,23,2,0,0,324.0,1,0,0
my3gdilk1qy7hylg,qm5k8p4q0b8ic8bb,5,14,1,0,0,396.0,0,0,1
lu1a7boxfqj3hxj3,qm5k8p4q0b8ic8bb,1,9,3,0,0,432.0,1,0,0
rkvndxjn7de0l1of,7s55j2o7s3kkv9rf,0,1,4,0,4,492.0,0,0,0
5gqqlyzj0aeoorbt,f8e8ld4d6af58c2j,0,3,1,0,6,240.0,1,0,1
uqxgcy3q69flguq2,er14ffyvnvqjt7ye,4,6,2,0,2,240.0,1,0,0
f1hgav42t8llihkp,8j5ecruyf38diuov,6,12,1,0,1,336.0,1,0,0
60e1erv0lg92mjeq,li7kq1uymrlrmjkv,2,7,2,0,0,510.0,1,0,1
b4gasfqbvh0kw3pg,z0yncxll4zklooke,4,15,2,0,0,60.0,0,0,0
nvsfa6d9er94tevw,9tmqlizl08yg0jv1,4,4,2,0,8,400.0,1,0,0
digxl9ysu51epxu7,vkizzqy72wx7ptx6,6,20,1,1,3,612.0,1,0,1
wtek17m6j3rtxyms,qm5k8p4q0b8ic8bb,5,8,2,1,1,396.0,0,0,0
h4ha0mvf4s2ni8tn,li7kq1uymrlrmjkv,2,22,1,1,0,510.0,0,0,0
czyh0vc1frf899of,hv3a3zmf8mdd4v30,4,7,2,1,1,552.0,0,0,1
wqxke0qc96mj9n6e,w5py6b2knftu2gc5,1,6,2,1,0,384.0,0,0,1
k0jjsp49cd3irvxd,w5py6b2knftu2gc5,1,21,1,1,0,330.0,1,0,0
m24us73w1yaua8d7,yzycwtiqj7yhl1c3,0,19,2,2,0,435.0,1,0,0
12grdmt28ll6dowx,9v86wzs3t60rjiw1,3,7,2,0,2,540.0,1,0,0
hdv5ojzto7d835ku,er14ffyvnvqjt7ye,4,9,2,0,3,348.0,1,0,0
otuo4uw590z92jn6,qm5k8p4q0b8ic8bb,6,12,2,0,2,480.0,1,0,0
xt9qubwrp8guucm5,7s55j2o7s3kkv9rf,0,17,4,0,5,456.0,1,0,1
8ftylavzme9wt00i,li7kq1uymrlrmjkv,6,14,1,0,1,660.0,0,0,0
djhmxcqdj5cuyda9,6n7hv3izky22ubtx,2,19,1,0,2,516.0,1,0,0
gf3bbt873lkmgs6r,w5py6b2knftu2gc5,6,15,1,0,1,380.0,1,0,1
z4dsxlsutothlqh7,5qbswrpbjek5rbw2,3,7,2,1,0,384.0,1,0,1
tx0tbkg8b350sgnz,8j5ecruyf38diuov,0,13,1,0,2,-1.0,1,0,0
93n4bfiy5pu5wh50,5c34dxtad1ior56f,6,6,2,0,0,336.0,0,0,0
ctg08zzkk4j1o5hd,6n7hv3izky22ubtx,4,4,4,1,3,720.0,0,0,1
910baf4jgq6cn8si,w5py6b2knftu2gc5,4,13,1,0,0,380.0,1,0,0
yaacnu41bta3runy,tala753lc58drc11,6,5,1,2,0,276.0,0,0,1
pkbo549ewho5qq8q,hv3a3zmf8mdd4v30,2,9,1,2,0,552.0,1,0,0
xk31wbhtfnsgpyny,9tmqlizl08yg0jv1,5,20,1,0,9,480.0,0,0,0
a5b4l6hfh4n6v3rz,hv3a3zmf8mdd4v30,5,10,2,2,1,612.0,0,0,0
5rr1v9npuqarymmd,tvazccblskrt05ui,0,17,3,2,1,348.0,0,0,1
9njs96algxzj9mj9,vz41nam148p0tvhh,2,5,6,0,0,450.0,0,0,1
om7ztrj67dxlse33,vz41nam148p0tvhh,3,12,2,1,0,504.0,0,0,0
wce77gzdpyhznwg3,tala753lc58drc11,6,4,2,0,0,405.0,0,0,0
9fwvvskp30tx8j1c,w5py6b2knftu2gc5,5,4,3,0,1,360.0,0,0,0
m3nkrt0igyo5l28o,qm5k8p4q0b8ic8bb,3,5,2,1,3,420.0,0,0,0
rjhrf34jgvrp4rxm,9v86wzs3t60rjiw1,3,17,3,1,3,336.0,1,0,0
5n8cqphli5l692tu,7s55j2o7s3kkv9rf,1,21,2,2,0,492.0,0,0,0
v68jq12jf4ciwl3r,qm5k8p4q0b8ic8bb,0,11,3,1,4,396.0,1,0,0
khkbxpn19qnfpl7q,hv3a3zmf8mdd4v30,3,21,2,1,2,492.0,1,0,0
kuu5czeccfs7i19m,84u89yjb1qx6gvwr,4,9,2,0,0,360.0,1,0,0
ibhif5sl1ya1ryzt,7s55j2o7s3kkv9rf,0,13,4,2,1,456.0,0,0,0
1jh6oxqq8y1hend7,tcs4cc5o7uubcxul,3,13,2,0,4,240.0,1,0,0
nl9vfruk94iw54w4,f8e8ld4d6af58c2j,5,11,1,0,0,240.0,1,0,0
ew8257ge0q5zjauc,tcs4cc5o7uubcxul,0,15,2,0,5,270.0,0,0,1
8gy39bu4uz2z0kdn,c56t4ufel6246hid,6,4,3,0,0,-1.0,0,0,0
dje7xqty6m79fmw0,vz41nam148p0tvhh,4,1,2,0,1,-1.0,0,0,0
toxou0y9ixfy1z68,dswm31yihair4cow,0,16,2,0,3,480.0,0,0,0
pmozknhpvrwbrblb,tala753lc58drc11,0,4,2,0,1,444.0,0,0,0
0i9bl14hoae527ps,9v86wzs3t60rjiw1,1,11,1,2,4,432.0,1,0,0
a1361bgmy4iqz6df,f4zw9xa3kx7eedtj,4,0,3,0,5,320.0,0,0,0
si7eadghxtur8xue,9v86wzs3t60rjiw1,0,12,2,1,5,288.0,0,0,0
rdnwt2fes5cs9ui1,6n7hv3izky22ubtx,4,23,4,2,0,520.0,1,0,1
5x1fvk1pbcd6fxno,li7kq1uymrlrmjkv,0,23,3,1,2,390.0,1,0,0
twcw75vi7lig9gmy,z0yncxll4zklooke,6,11,2,0,1,480.0,1,0,0
h23gxrirjutfvj83,f4zw9xa3kx7eedtj,5,19,3,1,6,432.0,0,0,0
n2b4jtj27yh6uamw,tala753lc58drc11,6,10,1,1,2,312.0,0,0,0
w93eioiv67kayp44,f8e8ld4d6af58c2j,2,13,1,1,1,204.0,0,0,0
4vnzvzn2hloikivq,9v86wzs3t60rjiw1,0,22,2,1,6,264.0,0,0,0
4xv349n1d6dzbc7q,f4zw9xa3kx7eedtj,5,15,2,0,7,372.0,1,0,1
a8vc1j2t2tngtg2l,f4zw9xa3kx7eedtj,6,11,3,0,0,396.0,0,0,0
cnaq2yotos87mvz0,yzycwtiqj7yhl1c3,3,11,1,0,1,492.0,1,0,0
f520xkiaiprqq5qo,w5py6b2knftu2gc5,6,12,2,0,2,312.0,0,0,0
ad0ucswnqmwmln2v,5c34dxtad1ior56f,2,5,2,0,1,-1.0,1,0,1
nobk8hup3ftj6ac4,vkizzqy72wx7ptx6,6,20,2,0,0,492.0,1,0,1
lxsy4vy32i3pj7k9,f8e8ld4d6af58c2j,5,18,4,0,2,240.0,1,0,1
w8x17copo9mnlr97,5c34dxtad1ior56f,5,1,2,0,0,495.0,1,0,0
x9age9ny3mub6lbu,7s55j2o7s3kkv9rf,0,0,4,2,2,456.0,0,0,1
rikomfrq8lx3p724,tala753lc58drc11,2,9,1,0,3,288.0,0,0,0
7tv7hrbfgcb4jgrx,5qbswrpbjek5rbw2,4,21,2,1,0,384.0,1,0,0
srkhgbammwmd18hf,f4zw9xa3kx7eedtj,0,22,3,0,1,390.0,1,0,1
8c3pq5u74ij643yu,84u89yjb1qx6gvwr,5,11,1,0,1,300.0,0,0,0
xrutt247o0gxapli,vkizzqy72wx7ptx6,0,19,2,0,0,420.0,0,0,0
4ai2278eqe12qeyk,tala753lc58drc11,4,8,1,0,4,300.0,1,0,0
mmo1ds3hgw10c9ix,84u89yjb1qx6gvwr,0,4,1,1,2,-1.0,1,0,0
s1vrtt1e32witpbd,vkizzqy72wx7ptx6,5,10,1,0,1,-1.0,0,0,0
v4ndjm5gh2ij4tt4,li7kq1uymrlrmjkv,6,21,1,0,3,-1.0,1,0,0
odf76img7zd3q0e0,dswm31yihair4cow,5,22,1,0,4,480.0,0,0,1
ki4epxr9ogjegxey,8j5ecruyf38diuov,0,21,2,0,3,372.0,0,0,0
5loxyphwhm54xr8p,tala753lc58drc11,0,19,3,1,5,336.0,1,0,1
ih548jrpe2xn9txf,84u89yjb1qx6gvwr,5,20,1,0,3,312.0,1,0,0
7w9a8lytuagdl1j2,li7kq1uymrlrmjkv,0,13,1,0,4,510.0,1,0,0
ueobqt0d9tzhhnba,tala753lc58drc11,0,6,2,0,0,312.0,1,0,0
a43holdu7jpmmqza,f8e8ld4d6af58c2j,2,23,3,0,0,348.0,0,0,0
5kyfc6ranty6d1hf,w5py6b2knftu2gc5,3,6,3,0,3,360.0,0,0,0
4qlv724hk1qdu2eb,vkizzqy72wx7ptx6,3,21,1,0,2,600.0,0,0,0
tjlegp4h2hwswczt,li7kq1uymrlrmjkv,4,9,1,0,5,540.0,0,0,0
p6xcw8afmne6x1jd,tala753lc58drc11,6,15,1,0,1,480.0,1,0,0
wd0jfneo2s9nblgu,dswm31yihair4cow,5,18,2,2,0,380.0,0,0,0
75jt660j08xtr5ig,yzycwtiqj7yhl1c3,6,13,2,0,2,528.0,0,0,0
0thl2c53k9om115b,f8e8ld4d6af58c2j,5,12,4,1,1,240.0,1,0,0
dizs3j0evzymkx9k,f8e8ld4d6af58c2j,3,13,1,0,2,348.0,1,0,0
vwhholi54087ws1l,f4zw9xa3kx7eedtj,6,16,2,1,0,372.0,1,0,0
rzjk9e0oawhn2ecl,z0yncxll4zklooke,5,16,3,0,2,468.0,1,0,0
pd7z4kso03w2mrop,z0yncxll4zklooke,0,20,1,0,3,-1.0,0,0,0
7h81jmbptpdwr1xf,z0yncxll4zklooke,3,3,3,0,4,504.0,1,0,0
wednya3s9ucku7zq,dswm31yihair4cow,0,1,2,0,1,408.0,0,0,1
6ktnn8ildaslw9hg,er14ffyvnvqjt7ye,4,16,3,0,4,348.0,0,0,1
xghu9ivlx6x6sxua,hv3a3zmf8mdd4v30,6,10,2,1,3,480.0,1,0,0
umw7hu3d3513lm7e,9v86wzs3t60rjiw1,5,13,2,0,7,720.0,1,0,0
9e9nhcgw33a8ncxc,er14ffyvnvqjt7ye,4,0,1,1,0,216.0,1,0,0
c7501oeea20rwrnb,5c34dxtad1ior56f,6,1,2,0,1,420.0,0,0,0
q7qh96ycfnhp39lq,tala753lc58drc11,3,1,1,0,2,276.0,1,0,0
ihjdqdfq2yggafdr,yzycwtiqj7yhl1c3,6,1,1,2,3,435.0,0,0,0
gylbi18a2vzpy9qz,li7kq1uymrlrmjkv,5,4,1,1,6,384.0,1,0,0
m97yofcx7culoqvb,w5py6b2knftu2gc5,0,2,3,1,4,375.0,1,0,1
yske5m0swxkqtq36,7s55j2o7s3kkv9rf,6,23,1,1,0,510.0,0,0,0
vrt4upr44esh9bxl,6n7hv3izky22ubtx,4,19,1,2,0,465.0,0,0,0
2mnj7ovhm3kwwetu,5c34dxtad1ior56f,6,7,2,0,2,312.0,0,0,0
ov5it2ni9suon8rj,5c34dxtad1ior56f,6,2,2,0,3,444.0,0,0,0
szujb4hllqlld0n5,tcs4cc5o7uubcxul,6,6,1,0,0,180.0,0,0,0
zsuv41amisu1o67u,tala753lc58drc11,0,6,2,0,3,-1.0,0,0,0
82lzwge8683ple45,vz41nam148p0tvhh,0,15,2,0,2,492.0,1,0,1
p0ykkswnwzf8y7p6,84u89yjb1qx6gvwr,1,5,2,0,4,300.0,1,0,0
4ev5xwwc05sorhtm,tcs4cc5o7uubcxul,3,14,1,0,1,312.0,1,0,0
340nxidb5z8xgqhp,li7kq1uymrlrmjkv,5,20,2,0,7,510.0,0,0,1
cktf6ln824tl7je0,8j5ecruyf38diuov,0,20,2,1,4,240.0,1,0,0
upflyv16zhz3e88s,5c34dxtad1ior56f,1,15,2,0,4,444.0,0,0,0
h0znsgwoc4191hkk,5qbswrpbjek5rbw2,6,7,4,0,1,-1.0,0,0,0
0xdhj5sc36u9cyrv,8j5ecruyf38diuov,2,15,3,0,5,252.0,1,0,1
6bwbem0tpi70hkgn,tvazccblskrt05ui,3,2,2,0,0,144.0,0,0,0
fke4vzn8z4c0x2hy,tvazccblskrt05ui,6,8,1,0,1,528.0,1,0,0
a97pnfircvcz8p5a,tvazccblskrt05ui,2,15,2,0,2,144.0,1,0,0
u1qp2wnv2mk48j4e,6n7hv3izky22ubtx,0,11,1,3,1,465.0,1,0,0
ts3yqfbz9zqhbqiq,yzycwtiqj7yhl1c3,2,9,1,0,4,468.0,0,0,0
jbeahy5ho37pjpo3,vkizzqy72wx7ptx6,4,8,1,2,3,492.0,0,0,0
6b0ji1t3uzzzulyz,tala753lc58drc11,3,14,1,3,4,336.0,0,0,1
nukondhkbrjiglg0,vz41nam148p0tvhh,4,22,2,0,0,492.0,1,0,0
do4xxwxj46t9dnzw,5c34dxtad1ior56f,5,0,2,0,5,540.0,1,0,1
e1q5ms7upspag3jb,9tmqlizl08yg0jv1,0,9,2,0,10,-1.0,0,0,0
f0o7y4xbbmzj22pm,li7kq1uymrlrmjkv,0,4,1,0,0,300.0,0,0,0
zkvnijwaqlcaudf9,vz41nam148p0tvhh,1,1,1,1,1,516.0,1,0,0
qupwckh3v10m1v39,li7kq1uymrlrmjkv,3,13,2,0,1,-1.0,1,0,1
rjwpx5zj2o4q067c,qh7m35ixokc1msy4,4,15,1,1,1,330.0,1,0,0
w7w8twt2i9owp7nl,z0yncxll4zklooke,1,17,3,0,5,-1.0,1,0,0
cyc3t13hlozesjnc,6n7hv3izky22ubtx,6,19,2,3,2,408.0,0,0,0
lpf37l5rptbq818g,yzycwtiqj7yhl1c3,5,0,2,0,5,576.0,1,0,0
7p4efg1q8rxlelca,7s55j2o7s3kkv9rf,4,14,1,2,1,456.0,0,0,0
e5gv7p2a2q9ojf3c,9tmqlizl08yg0jv1,5,16,1,0,11,-1.0,0,0,0
leu1s5n18bypknxm,5c34dxtad1ior56f,0,13,3,0,0,444.0,0,0,0
kx0rb5tngcrzxc4v,5qbswrpbjek5rbw2,6,12,2,1,2,420.0,0,0,1
20szork64mgj78jp,7s55j2o7s3kkv9rf,6,2,3,0,2,-1.0,1,0,0
502upvsf5yc9luer,c56t4ufel6246hid,6,5,1,0,1,540.0,0,0,1
fextb7f5hg57zuhf,tala753lc58drc11,0,16,2,1,0,228.0,0,0,1
dkn2k7it7xxdsbrp,9tmqlizl08yg0jv1,3,2,1,0,12,-1.0,0,0,0
vpcayp9ypdax6kdd,f8e8ld4d6af58c2j,5,12,1,1,3,240.0,0,0,0
0uonqaipt6ur9xrw,9tmqlizl08yg0jv1,0,19,2,1,13,420.0,1,0,0
nkc419u772ns8erk,5c34dxtad1ior56f,3,22,2,0,1,228.0,0,0,0
vq356j0je3mkr4l2,li7kq1uymrlrmjkv,1,19,1,1,0,396.0,0,0,1
9s7v55kcrx6sfjqd,6n7hv3izky22ubtx,4,17,1,1,3,384.0,1,0,1
9xlp0bn85p3ebq3v,tala753lc58drc11,1,19,2,0,0,384.0,0,0,1
mvkqe4dwz79hlth1,vz41nam148p0tvhh,2,17,2,1,2,180.0,1,0,0
pc59p0qvhzjkthkg,tvazccblskrt05ui,0,12,2,0,3,525.0,1,0,1
fu0ab76lbwla9di8,9v86wzs3t60rjiw1,3,5,3,1,8,336.0,1,0,0
7y96yg626m8a41zb,7s55j2o7s3kkv9rf,3,16,1,0,3,444.0,0,0,0
qt7zvnbi1cao8w81,tvazccblskrt05ui,2,13,2,0,0,132.0,0,0,0
8m1inufncc8uuxop,5c34dxtad1ior56f,0,2,2,0,2,-1.0,0,0,1
5aoq14mafmar9leo,dswm31yihair4cow,5,16,2,0,0,408.0,1,0,0
iw8uoja5enp2wa6m,dswm31yihair4cow,6,5,2,0,1,-1.0,1,0,0
scqqavaqdmfztgp8,dswm31yihair4cow,2,23,1,0,2,444.0,0,0,1
uq9gynsz117r1z4c,z0yncxll4zklooke,6,0,1,0,6,324.0,1,0,0
e8cdk9x0740c98uz,f4zw9xa3kx7eedtj,0,19,3,0,1,390.0,0,0,1
b1edmbjhy3m2i3qm,tcs4cc5o7uubcxul,1,1,1,0,2,-1.0,0,0,0
7bi8tjwofc57paco,tala753lc58drc11,2,8,2,0,0,580.0,1,0,0
ohl1zumkvgg4np4d,vz41nam148p0tvhh,0,11,2,1,3,492.0,1,0,0
07fil3dvyjhmie89,tala753lc58drc11,5,5,3,0,1,-1.0,1,0,0
2oyyr2ozz9z76mh8,qm5k8p4q0b8ic8bb,3,8,2,0,5,396.0,1,0,0
7ldm1vl7uo4g4iq9,vkizzqy72wx7ptx6,1,12,3,2,4,492.0,1,0,1
h3qoxqd66bx0rtmg,qh7m35ixokc1msy4,6,16,1,0,2,-1.0,1,0,0
brxfx3at253iqquo,6n7hv3izky22ubtx,3,6,1,1,0,432.0,0,0,0
7ry0cgq4hpviu21h,hv3a3zmf8mdd4v30,5,3,1,2,4,552.0,0,0,1
z8m6xhigx1pzgsva,tvazccblskrt05ui,0,4,3,2,1,276.0,0,0,1
3hbaeom43t6uu8z8,5c34dxtad1ior56f,5,22,2,1,0,540.0,1,0,0
w1k9m94uzxy4g8on,hv3a3zmf8mdd4v30,6,0,2,1,0,480.0,0,0,0
l481xlaxhnoc2xi3,5qbswrpbjek5rbw2,6,22,3,1,0,330.0,1,0,0
juyun9vqr2c23ag9,vz41nam148p0tvhh,2,19,6,1,4,360.0,0,0,1
rcp6i29gpo1qmutw,li7kq1uymrlrmjkv,3,2,1,1,0,510.0,1,0,0
gebec41rn9uq7rza,z0yncxll4zklooke,4,2,1,0,7,324.0,1,0,0
omzqb09uw8pdwxez,hv3a3zmf8mdd4v30,2,9,2,2,1,492.0,0,0,0
1wmkxi9157khz22k,8j5ecruyf38diuov,2,7,3,0,0,252.0,0,0,1
se00hu3x5u7df891,z0yncxll4zklooke,2,15,2,0,8,324.0,0,0,0
u4nc0iba65d2h5lo,c56t4ufel6246hid,1,3,1,0,0,540.0,1,0,0
hc7tbh6go70bilkj,9v86wzs3t60rjiw1,2,23,2,0,9,336.0,0,0,0
nub5xx9pkqgbhlft,c56t4ufel6246hid,1,8,1,0,1,540.0,0,0,1
ludhaahop0e62n3p,tvazccblskrt05ui,3,15,1,3,0,456.0,1,0,0
btq82327aqff2k5c,tvazccblskrt05ui,5,20,1,0,1,480.0,1,0,1
nxi5p2qfs7glb82m,yzycwtiqj7yhl1c3,5,2,3,0,6,408.0,1,0,1
z9t30b69c45ry27v,f4zw9xa3kx7eedtj,1,16,1,1,0,348.0,1,0,0
egyyj5n860ath9kp,tvazccblskrt05ui,1,19,1,0,0,660.0,1,0,1
qjzgpxf50ojqrlg6,5qbswrpbjek5rbw2,1,15,3,0,1,360.0,1,0,0
l1zopqzfo30x8bnm,8j5ecruyf38diuov,0,0,2,0,0,312.0,0,0,0
8gc0s6enfppro6du,tala753lc58drc11,4,9,1,0,2,264.0,1,0,1
0no8ol0v0hxef73g,w5py6b2knftu2gc5,4,14,1,0,0,336.0,1,0,0
ov9jydfzdtc5payg,w5py6b2knftu2gc5,2,18,2,0,1,276.0,0,0,1
fp3g21cqtp3174gu,7s55j2o7s3kkv9rf,2,13,1,0,4,-1.0,1,0,0
k1acfsf6zfy40i6q,9tmqlizl08yg0jv1,5,20,4,0,14,420.0,0,0,1
dxj1wqqoqsd8p4xt,li7kq1uymrlrmjkv,4,8,3,2,1,396.0,1,0,0
su8mijpw105uvqwf,vkizzqy72wx7ptx6,5,6,2,1,0,465.0,1,0,0
24eqkq7mou3dn1tj,vkizzqy72wx7ptx6,3,19,1,0,1,432.0,0,0,0
tjs1a5ugxbrytivr,c56t4ufel6246hid,4,20,1,0,0,-1.0,1,0,0
a8mku1gpt49pusrz,tcs4cc5o7uubcxul,0,23,2,0,3,420.0,1,0,0
x8u73nkbf2e6wprl,c56t4ufel6246hid,3,14,2,0,1,330.0,0,0,0
d3iia38k0hf36c0o,5c34dxtad1ior56f,2,14,2,0,1,600.0,0,0,0
vkymzlo9lndcmb4b,5c34dxtad1ior56f,4,0,3,0,2,252.0,1,0,0
qj4vbisbhtp5ch3s,8j5ecruyf38diuov,6,14,2,0,1,180.0,0,0,0
lx70r3sdudprk5r0,vz41nam148p0tvhh,1,20,3,0,0,516.0,0,0,0
yettruti7zfztos6,hv3a3zmf8mdd4v30,5,23,2,1,2,444.0,1,0,1
ms804bfpv0v6443k,8j5ecruyf38diuov,3,13,4,1,2,260.0,1,0,0
c0whs14eci9rtj6u,tala753lc58drc11,2,19,2,0,0,468.0,0,0,0
8a4leo0eu2ci4eur,qm5k8p4q0b8ic8bb,0,23,3,1,6,444.0,1,0,0
72th1fphmzoim2ca,z0yncxll4zklooke,2,2,2,0,9,372.0,1,0,0
besirq4tp1na6ksn,vkizzqy72wx7ptx6,0,11,1,1,2,492.0,1,0,0
te9afpp7sdwyqtuv,9tmqlizl08yg0jv1,1,13,1,0,0,-1.0,1,0,0
51m4i3l0q4ejhxpt,c56t4ufel6246hid,2,16,1,0,2,330.0,1,0,0
hkrajiaa67mswpat,f4zw9xa3kx7eedtj,5,15,3,1,1,432.0,1,0,0
y4jufn24xcrwdwf1,6n7hv3izky22ubtx,3,5,4,1,1,468.0,1,0,0
d3bgnpyhrfozg7fb,tala753lc58drc11,6,9,2,1,1,312.0,1,0,0
2hqg2xgdh3u0rcof,hv3a3zmf8mdd4v30,2,19,1,1,0,444.0,1,0,0
1k26gfxamhv1f070,f4zw9xa3kx7eedtj,0,11,1,2,2,384.0,1,0,0
e83mtebdud8t7d2t,5qbswrpbjek5rbw2,4,21,2,1,2,420.0,1,0,0
99dbk4epbo01717h,9tmqlizl08yg0jv1,5,20,4,0,1,300.0,0,0,1
cf0r7fa6ahhcasik,5c34dxtad1ior56f,6,7,2,0,3,600.0,1,0,1
er70ut100wnt0k98,f4zw9xa3kx7eedtj,5,2,1,0,3,-1.0,1,0,0
lxtnjs18l9gj4anl,er14ffyvnvqjt7ye,1,11,2,0,1,324.0,1,0,0
16yfeiq7ka8obm5r,7s55j2o7s3kkv9rf,0,9,2,0,5,456.0,1,0,0
epcgwluk5o5cvhjo,9tmqlizl08yg0jv1,6,17,5,0,0,336.0,0,0,0
a0pl8109jnb5x69p,dswm31yihair4cow,1,23,3,1,0,396.0,1,0,0
tfldy3ygqaop3772,vz41nam148p0tvhh,5,15,2,0,1,-1.0,1,0,0
o73ku99eljhb051t,yzycwtiqj7yhl1c3,5,16,2,0,0,360.0,0,0,1
w1tcfi4plmvk5sgc,7s55j2o7s3kkv9rf,4,11,1,1,6,408.0,1,0,0
eol0ta8rd05n9hcz,hv3a3zmf8mdd4v30,3,0,2,1,1,444.0,1,0,1
xo2dwn717yw1bsdx,w5py6b2knftu2gc5,3,23,1,0,0,120.0,1,0,1
q2vcieopts2q4ehv,hv3a3zmf8mdd4v30,3,1,1,0,0,324.0,1,0,1
q8bgj5g1hog8ev2n,dswm31yihair4cow,2,7,2,1,1,408.0,1,0,0
beokfcrahb73sj2k,z0yncxll4zklooke,2,21,2,0,10,468.0,0,0,1
6nz1z9zo2i5wllda,dswm31yihair4cow,1,16,1,1,2,384.0,1,0,0
ldinusmjn7byvf0a,6n7hv3izky22ubtx,5,10,1,0,2,396.0,1,0,0
xcdl9t15kck4zynf,6n7hv3izky22ubtx,5,9,1,0,3,468.0,1,0,0
hm08opevhtz4voyb,7s55j2o7s3kkv9rf,0,3,2,0,7,456.0,1,0,0
4pjagxlq0s5rmjpc,vkizzqy72wx7ptx6,6,19,1,0,3,580.0,1,0,0
perpckwtejtuin74,6n7hv3izky22ubtx,0,19,1,0,4,468.0,0,0,0
5173c7q25y7khg4g,qm5k8p4q0b8ic8bb,0,11,1,0,7,420.0,0,0,0
w9lzhvez9rtd6enm,f8e8ld4d6af58c2j,6,10,3,1,4,444.0,1,0,0
stka0914abazd84v,hv3a3zmf8mdd4v30,6,14,1,2,0,444.0,1,0,0
fnxl4cw09k2yb4u3,yzycwtiqj7yhl1c3,0,2,2,2,0,456.0,1,0,1
e8jjfupmvl5vecf8,tala753lc58drc11,5,13,2,1,2,336.0,1,0,0
irio74jlys7jd6z6,7s55j2o7s3kkv9rf,3,16,1,2,8,420.0,0,0,0
1dxkxb4rvwjveyje,f8e8ld4d6af58c2j,4,3,3,0,5,444.0,0,0,0
51v9pd57fqtkpcsw,tcs4cc5o7uubcxul,1,8,3,0,4,260.0,0,0,0
wln2otg5adg0xwg5,w5py6b2knftu2gc5,4,5,3,0,0,444.0,0,0,1
gyboa763bupgrkbz,9v86wzs3t60rjiw1,5,17,4,0,10,456.0,0,0,0
boo703b95ohs7aui,5qbswrpbjek5rbw2,5,13,1,0,3,300.0,1,0,1
zoj3e0qqxnn861py,tcs4cc5o7uubcxul,1,11,3,0,5,260.0,1,0,0
5khl1crhm22snju9,yzycwtiqj7yhl1c3,6,8,1,1,0,288.0,1,0,0
5r7goklva2uhtjpk,84u89yjb1qx6gvwr,3,23,2,1,5,540.0,1,0,0
e51o762nkys30u7f,qm5k8p4q0b8ic8bb,6,21,1,2,8,396.0,0,0,1
jpshoxxaoz5e7ggo,qm5k8p4q0b8ic8bb,4,4,2,1,0,372.0,1,0,0
sw419a42w44wufeq,7s55j2o7s3kkv9rf,6,23,3,0,9,432.0,1,0,0
u1swyutfefz811id,8j5ecruyf38diuov,4,19,2,0,3,180.0,1,0,0
yemu9q9vcmtgn9t8,vkizzqy72wx7ptx6,6,12,2,0,4,492.0,1,0,0
e5s517dxj17x6xda,5qbswrpbjek5rbw2,5,5,1,0,0,-1.0,0,0,0
8tx134l8xafsumux,vkizzqy72wx7ptx6,0,23,2,0,5,300.0,0,0,0
c1g7h6jjlvwgj9y5,qm5k8p4q0b8ic8bb,1,19,2,1,1,420.0,0,0,0
uo3zin1a7kne1ybm,c56t4ufel6246hid,0,6,1,3,3,330.0,0,0,0
sjzo98iboq18oveu,f4zw9xa3kx7eedtj,1,4,2,0,4,348.0,0,0,0
vv6v3v020iltr9uq,9v86wzs3t60rjiw1,6,5,4,2,11,432.0,0,0,1
9ob6kb9z7fw0c20x,tvazccblskrt05ui,4,18,3,1,0,480.0,1,0,1
0yzkawzfsi3b79p7,5c34dxtad1ior56f,3,0,2,0,0,228.0,1,0,1
7qodsu9f16x14ai7,84u89yjb1qx6gvwr,6,11,3,0,6,492.0,0,0,0
x8fmw4vchrhbkgk9,w5py6b2knftu2gc5,6,5,1,1,0,408.0,0,0,0
w9y49dz8ftmjn8b3,6n7hv3izky22ubtx,2,8,1,1,5,372.0,0,0,1
bai3al6eja1v2tg2,hv3a3zmf8mdd4v30,0,22,2,2,1,324.0,0,0,1
lvm8nyzhhizebg9k,9v86wzs3t60rjiw1,4,19,2,0,0,720.0,0,0,0
5ch4fodmjmbfogev,qh7m35ixokc1msy4,5,18,1,1,3,372.0,1,0,1
6176c1k03u0up229,5qbswrpbjek5rbw2,1,6,1,1,1,300.0,0,0,0
l3obopab05dwjate,yzycwtiqj7yhl1c3,3,13,2,3,1,440.0,0,0,1
