image_path,label
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00298.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0030.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00300.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00301.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00302.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00303.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00305.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00306.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00307.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00308.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00309.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0031.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00310.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00314.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00315.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00316.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00317.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00318.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00319.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00321.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00322.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00324.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00325.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00326.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00328.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00329.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00331.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00332.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00333.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00334.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00335.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00336.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00337.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00338.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00339.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0034.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00341.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00342.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00344.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00345.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00347.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00348.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00351.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00352.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00353.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00354.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00356.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00357.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00358.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00360.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00361.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00362.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00363.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00364.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00365.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00366.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00367.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00368.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00369.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0037.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00370.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00371.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00372.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00373.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00374.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00375.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00377.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00378.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0038.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00380.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00381.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00382.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00383.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00384.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00387.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00388.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00389.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0039.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00390.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00392.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00393.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00394.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00395.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00396.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00397.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00398.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00399.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose004.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0040.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00401.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00402.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00403.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00406.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00407.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00408.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00409.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00410.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00411.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00413.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00414.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00415.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00416.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00417.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00419.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00420.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00421.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00422.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00423.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00424.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00425.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00426.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00427.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00428.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00429.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0043.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00430.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00432.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00433.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00435.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00436.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00437.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00438.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00439.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0044.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00440.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00441.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00442.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00443.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00446.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00447.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00448.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00449.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0045.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00450.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00451.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00454.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00456.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00457.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00458.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0046.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00460.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00461.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00462.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00463.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00464.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00465.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00466.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00467.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00468.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00469.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0047.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00470.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00471.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00472.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00473.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00474.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00475.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00476.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00477.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00478.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00479.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00481.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00483.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00484.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00485.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00486.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00487.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00489.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0049.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00491.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00492.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00493.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00495.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00496.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00497.JPG,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00498.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose00499.png,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose005.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0050.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0051.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0052.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0053.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0056.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0057.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose006.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0060.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0061.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0062.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0063.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0064.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0065.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0066.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0067.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0068.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0070.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0071.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0072.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0073.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0074.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0076.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0077.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0078.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0079.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose008.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0081.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0082.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0083.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0085.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0086.jpeg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0087.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0088.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0089.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0090.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0091.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0092.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0093.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0094.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0096.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0097.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0098.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Anthracnose/processed_img_Anthracnose0099.jpg,Anthracnose
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0001_sheared_2865.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0001_zoomed_2257.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0002_flipped_2254.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0002_noisy_2635.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0002_sheared_1031.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0003_flipped_2414.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0003_flipped_2534.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0003_rotated_2941.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0004_bright_702.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0004_noisy_1268.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0004_shifted_2439.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0005_noisy_2586.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0005_rotated_2540.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0005_shifted_2511.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0006_bright_2733.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0006_noisy_1614.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0006_rotated_2339.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0007_noisy_1441.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0007_noisy_1688.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0007_sheared_454.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0007_shifted_2613.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0007_zoomed_964.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0008_flipped_1435.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0008_rotated_2745.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0008_zoomed_2164.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0008_zoomed_2958.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0008_zoomed_978.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0009_rotated_1660.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0009_shifted_93.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0009_zoomed_747.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0010_zoomed_1298.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0011_bright_2543.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0011_flipped_2114.jpg,Healthy
Aloe Vera Leaf Disease Detection Dataset/Healthy/AloeVeraOriginalFresh0011_rotated_1505.jpg,Healthy
